,user,location,tweet,created_at,original_creator,retweet
143,2MFuture,"Detroit, MI USA 753-847024-606","RT @IsChinar: Wuhan Pneumonia Revelation ~ Today, Wenzhou blocked three cross-river bridges, Luannan Bridge, Aojiang First Bridge, and Long…",2020-02-02 20:14:26,IsChinar,1
144,JacoboMalulan,"New York, USA","RT @ASBreakingNews: URGENT: 20 French citizens evacuated from #Wuhan-#China are already showing symptoms of #coronavirus.  

#france",2020-02-02 20:14:26,ASBreakingNews,1
145,chuck_harley76,Florida,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:14:26,TomValletti,1
146,bailey_cq,,@ianbremmer Caijing is one of the most reputable outlets in China. Their article on the #coronavirus was censored t… https://t.co/NGtRSuZ9Ev,2020-02-02 20:14:25,,1
147,MarblesSunny,United States,RT @balajis: Caijing is one of the most reputable outlets in China. Their article on the #coronavirus was censored today. It claims signifi…,2020-02-02 20:14:25,balajis,1
148,srbija_eu,Иной мир. Drugi svet.,#China has been more transparent about the #coronavirus than it has been in previous crises but #Beijing has not ye… https://t.co/Euc9qgbLrE,2020-02-02 20:14:25,,1
149,bitcoinconnect,,What the Stock Market May Be Missing About the Coronavirus SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus… https://t.co/naq8uEzHth,2020-02-02 20:14:25,,1
150,vaskman,Quetzaltenango,"RT @CGTNOfficial: Two of the people evacuated from Wuhan to Germany have been confirmed infected with #coronavirus, bringing the total numb…",2020-02-02 20:14:24,CGTNOfficial,1
151,solarblaster1,"LA, Earth","RT @SecAzar: At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…",2020-02-02 20:14:24,SecAzar,1
152,aminehsissi,Maroc,"RT @Barbara96913515: Facing a severe shortage of masks amid #coronavirus outbreak, Chinese people have come up with unique ideas to make th…",2020-02-02 20:14:23,Barbara96913515,1
153,lojem75,United States,RT @WarsontheBrink: The videos circulating on Social Media regarding #coronavirus in #China are just shocking. Each day a new video draws m…,2020-02-02 20:14:23,WarsontheBrink,1
154,Arslaan________,مملکت خداداد پاکستان ,RT @shen_shiwei: Thank you! #Pakistan brother! A Pakistani doctor Muhammad Usman Janjua has won the hearts of the Chinese after he decided…,2020-02-02 20:14:22,shen_shiwei,1
155,Fariha_Zulfiqar,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 20:14:22,RT_com,1
156,islam4mirghani,Sudan,RT @mabdulbagi: He stayed in Wuhan airport for 2h and yet he catched the virus. Question is how many people like him catched the virus whil…,2020-02-02 20:14:20,mabdulbagi,1
157,Elana_Gordon,"Boston, MA",RT @maddie_sofia: Washing your hands. The easiest step you can take to avoid viruses like #coronavirus or the flu. We take it for granted n…,2020-02-02 20:14:20,maddie_sofia,1
158,ec_tapia,"Bakersfield, CA","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:14:20,TomValletti,1
159,vegan191,"England, United Kingdom",@XposeTrophyHunt @Protect_Wldlife @PeterEgan6 @_AnimalAdvocate @RobRobbEdwards @zbleumoon @ARCrusade @Ivy_Middleton… https://t.co/YtUBGaGlFB,2020-02-02 20:14:20,,1
160,TadofMiami,,"RT @NetworksManager: Protests in Natuna Island, Indonesia over government’s  decision to quarantine 241 nationals evacuated from #Wuhan aft…",2020-02-02 20:14:19,NetworksManager,1
161,SalmanAminPK,"الجبيل, المملكة العربية السعود","RT @SamaaEnglish: The 71-year-old patient tested negative for the virus 48 hours after Thai doctors administered the combination, doctor Kr…",2020-02-02 20:14:19,SamaaEnglish,1
162,baluch_h1,,"RT @SaadAbedine: Medical officers sprayed Indonesian nationals with antiseptic as they arrived from Wuhan, #China 🇨🇳 center of the #coronav…",2020-02-02 20:14:18,SaadAbedine,1
163,Blsellhigh,"Gold Coast, Queensland",Dettol multi purpose cleaner eliminates many viruses including certain strains of #coronavirus https://t.co/wDgu8uLbM4,2020-02-02 20:14:18,,1
164,timewaits4nobod,,"RT @fionamflanagan1: The Irish state knowingly poisons us with flouridated water.

Do we fondly imagine they would do anything to protect u…",2020-02-02 20:14:18,fionamflanagan1,1
165,CranfieldA,"London, England","RT @FAANews: Help Prevent the #Coronavirus! 
- Wash your hands often w/soap
- Avoid touching your eyes, nose, and mouth w/unwashed hands
-…",2020-02-02 20:14:17,FAANews,1
166,Sathamudhu,Here,RT @maree_jun: A relative of mine from China just sent me this. Rows of police surrounds her residential block where a positive  #coronavir…,2020-02-02 20:14:17,maree_jun,1
167,GiSmlie,,RT @DrEricDing: A graph is worth a thousand letters. #coronavirus. Source: NYTimes https://t.co/M1K9e6Kgz6 https://t.co/evgM2UHf3U,2020-02-02 20:14:16,DrEricDing,1
168,vixengolden,,"RT @CriticalCezanne: In Wuhan, many people infected and die for #coronavirus every day. #CCP’s still controlling media to keep people from…",2020-02-02 20:14:14,CriticalCezanne,1
169,jhonnyrep,Lima - Perú,"RT @Terrence_STR: #Breaking footage from inside the new 1000 bed hospital just outside of #Wuhan,Very tough quarantine system to contain th…",2020-02-02 20:14:14,Terrence_STR,1
170,DeborahJSterli2,,RT @Ostrov_A: What a sick and disgusting comparison #China! No excuses. #coronavirus https://t.co/a0bYQ3kidi,2020-02-02 20:14:13,Ostrov_A,1
171,EckerleIsabella,"Genf, Schweiz","RT @Neil_Mehta: Create a filter to get higher-quality information about the #coronavirus on Twitter - Add the following to a list
@MackayIM…",2020-02-02 20:14:11,Neil_Mehta,1
172,tom84910764,,"RT @WakeUpCanada1: Wuhan #Coronavirus Looks Increasingly Like a Pandemic, Experts Say https://t.co/Qy7IJGEZ4Z",2020-02-02 20:14:11,WakeUpCanada1,1
173,tjones1532,St. Johns Co. FL,RT @cjmiller000: Nighttime arrests of people breaking quarantine.  #coronavirus #outbreak https://t.co/rLfssPWTul,2020-02-02 20:14:11,cjmiller000,1
174,where2_fromhere,United States,"RT @StephenMcDonell: In #China the huge new pop-up #coronavirus isolation ""hospitals"" in #Wuhan said to have been built in 10 days each are…",2020-02-02 20:14:10,StephenMcDonell,1
175,speaklife595,heavenly realm,"RT @palevell: Siri, Wuhan is home to China's first 5G installation and an infectious disease lab.

5G doesn't mix well with bacteria &amp; viru…",2020-02-02 20:14:09,palevell,1
176,mayconmetal777,,"RT @XHNews: In just 10 days! China builds new hospital to combat #coronavirus. With capacity of 1,000 beds, Huoshenshan hospital will bring…",2020-02-02 20:14:09,XHNews,1
177,CoronaVirusFlu,Earth,"Update: With the US requiring citizens traveling from China be quarantined, the Pentagon will provide housing for u… https://t.co/r180v51J2H",2020-02-02 20:14:08,,1
178,Minnie_H0lmes,London,RT @ndtv: Cabinet secretary holds meeting on #coronavirus. A new travel advisory has been issued urging people to refrain from travel to #C…,2020-02-02 20:14:07,ndtv,1
179,PhilipJohnsonOZ,Dorrigo NSW Australia,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:14:06,TomValletti,1
180,rick_maddox,"Macomb, MI","RT @AGWillliamBarr: PUBLIC SERVICE ANNOUNCEMENT
The #Coronavirus is responsible for the death of over 300 people. At this rate, the Coronav…",2020-02-02 20:14:06,AGWillliamBarr,1
181,BrumHour,"Birmingham, UK","RT @solihullclinic: You may have seen lots of stories about #coronavirus, although it may not be directly related to you there are still so…",2020-02-02 20:14:06,solihullclinic,1
182,Stopcorona,,RT @24NewsHD: A Chinese woman infected with the new #coronavirus showed a dramatic improvement after she was treated with a cocktail of ant…,2020-02-02 20:14:06,24NewsHD,1
183,ElsieIlori,,"RT @NCDCgov: About the rumour that made its round yesterday...

@NCDCgov, @Fmohnigeria Port Health Services &amp; State Epidemiologists investi…",2020-02-02 20:14:05,NCDCgov,1
184,somasaiko,カナダのQ州,"RT @viet_t_nguyen: I sneezed in a crowded Los Angeles space and no one blinked, moved away, or said #coronavirus.",2020-02-02 20:14:05,viet_t_nguyen,1
185,gladwill_Max,"Vosloorus, South Africa",RT @PDChina: Salute! Photos of frontline doctors and nurses taking off their masks during short breaks in their fight against the novel #co…,2020-02-02 20:14:02,PDChina,1
186,HKCB890511,,RT @nationalpost: Thousands of Hong Kong medical professionals voted to begin a five-day strike Monday after the government refused their d…,2020-02-02 20:14:02,nationalpost,1
187,truthimposer,,"RT @howroute: Medical workers with semi-automatic rifles in the quarantine zone in Wuhan, China. #coronavirus https://t.co/XrpR4LfmSh",2020-02-02 20:14:02,howroute,1
188,SandraSevcik,,"RT @TophamsNick: @troyrmichaud @alienmagicman Don’t forget @CTV is  also hush on Akman, the news agent who took a selfie with a  Chinese ge…",2020-02-02 20:14:01,TophamsNick,1
189,cdbro1,,RT @CanArm2011: Relax the Liberals have this all under control...they are implementing a #Coronavirus TAX because Economists say that is th…,2020-02-02 20:14:01,CanArm2011,1
190,Capt_Aikay,"Abuja, Nigeria",RT @sotiridi: Even the Chinese government is using their drones to capture people's temperatures by spying on them. These are confirmed vid…,2020-02-02 20:14:00,sotiridi,1
191,DimensionlessOm,India भारत-भूमि,"RT @MajorPoonia: #Coronavirus is dancing on Haryanvi tunes 😀😅😂
Happy to see spirited Indian students who were evacuated from China and kept…",2020-02-02 20:14:00,MajorPoonia,1
192,EdDarrell,Texas,RT @AstroKatie: Hashtag above should have been #Coronavirus but somehow the typo version always shows up as the first trending hit. 😐,2020-02-02 20:14:00,AstroKatie,1
193,GailCoastie,,"RT @SurpriseDay27: Flight comming from China to Indonesia    disinfected    at arrival
#coronavirus https://t.co/8DvWVcoLd6",2020-02-02 20:13:59,SurpriseDay27,1
194,JenNYWu6677,"New York, NY","RT @CDCgov: #HCPs: See the newest CDC Health Update on 2019 novel #coronavirus, updating interim guidance for:
▪️ caring for 2019-nCoV pati…",2020-02-02 20:13:58,CDCgov,1
195,Pat120,Massachusetts + ties to Maine,"RT @FAANews: Help Prevent the #Coronavirus! 
- Wash your hands often w/soap
- Avoid touching your eyes, nose, and mouth w/unwashed hands
-…",2020-02-02 20:13:57,FAANews,1
196,CanadianaCritic,Canada,RT @CanadianaCritic: #China - Systematically destroying our atmosphere and biome. And now our well being. #coronavirus #pollution #CO2Emiss…,2020-02-02 20:13:57,CanadianaCritic,1
197,JuliaARMYARG,,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 20:13:56,UNHumanRights,1
198,abdullahirfann,Pakistan,"RT @ARYNEWSOFFICIAL: Pakistan has now acquired the capability to diagnose the novel #coronavirus, Special Assistant to Prime Minister (SAPM…",2020-02-02 20:13:56,ARYNEWSOFFICIAL,1
199,WarsontheBrink,World,The videos circulating on Social Media regarding #coronavirus in #China are just shocking. Each day a new video dra… https://t.co/g5C9zoj1Az,2020-02-02 20:13:55,,1
200,eviebauer727,,"RT @ASBreakingNews: URGENT: 20 French citizens evacuated from #Wuhan-#China are already showing symptoms of #coronavirus.  

#france",2020-02-02 20:13:55,ASBreakingNews,1
201,DimensionlessOm,India भारत-भूमि,RT @FitBharat: Meet Dr Jagdish an ENT surgeon &amp; stand up comedian. Truly a great way to create awareness about #CoronaVirus with fun instea…,2020-02-02 20:13:55,FitBharat,1
202,Israel32372156,,"RT @BasedPoland: A new study by the University of HongKong shows about 75 000 ppl are infected with the #CoronaVirus just in #Wuhan

They s…",2020-02-02 20:13:54,BasedPoland,1
203,AlekzaBelaya,Россия,"RT @RT_com: #Turkey #AirForce evacuates 42 people from #Wuhan amid #coronavirus outbreak: 32 Turkish nationals, and citizens of #Georgia, #…",2020-02-02 20:13:54,RT_com,1
204,WNaphtaly,,"RT @WHOWPRO: The total number of confirmed cases of the 2019 novel #coronavirus reported from mainland China 🇨🇳 to date is 14,380.

This in…",2020-02-02 20:13:54,WHOWPRO,1
205,sxnflxwxer,𝐁𝐓𝐒 𝘪𝘵 𝘪𝘴 𝘮𝘺 𝘩𝘰𝘮𝘦,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 20:13:53,UNHumanRights,1
206,MonKhiOMK,"Canberra, Australian Capital Territory","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:13:53,TomValletti,1
207,martysalo,"tampa, fl",RT @PinnedUpCouture: Why do victims who succumb to 2019-nCov need to be immediately cremated if the Coronavirus is less deadly than the flu…,2020-02-02 20:13:52,PinnedUpCouture,1
208,lil_melp,,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 20:13:52,UNHumanRights,1
209,kwoncipoe_wel,,RT @IsChinar: No one can disembark from Hokkaido flying to Hong Kong.  Seven people had a fever.  It is believed that Hong Kong aircraft we…,2020-02-02 20:13:52,IsChinar,1
210,globalsugarwar,,"RT @IsChinar: After arriving in #Toronto, #Canada, all of them could not get off the plane. Seven people had fever.  It seems to be AC032 f…",2020-02-02 20:13:50,IsChinar,1
211,musthaveitnow,,RT @sotiridi: #Breaking: Just in - At least 20 of the 250 French nationals who came back today in #France from the #Hubei province in #Chin…,2020-02-02 20:13:50,sotiridi,1
212,ChftThecupboard,"Huddersfield, England",Simple hand hygiene can help to stop the spread of the #coronavirus.  Take a read and be prepared… https://t.co/t2CzL7iHn3,2020-02-02 20:13:50,,1
213,queman2lacherry,,"RT @DrDenaGrayson: 🚨#CoronavirusOutbreak: total of 14,380 infections with 304 deaths reported as of late Saturday. #China now requires imme…",2020-02-02 20:13:46,DrDenaGrayson,1
214,crazyjc2,"Port Huron, MI","RT @NIOGlobal: In light of the #coronavirus, NIO’s User Trust Council has announced to raise RMB5 million (~$720,800 USD) to set up a Coron…",2020-02-02 20:13:46,NIOGlobal,1
215,LibraAlvin,Makati City,"RT @SecAzar: At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…",2020-02-02 20:13:45,SecAzar,1
216,ItzAbdullah_,EveryWhereYouGo,"RT @Tsinghua_Uni: A medical team of 11 nurses and doctors, from the Beijing #Tsinghua Changgung Hospital, left today to help fight the #cor…",2020-02-02 20:13:45,Tsinghua_Uni,1
217,ElsieIlori,,"RT @NigeriaGov: Here are the Agencies taking the lead in ensuring that Nigeria is protected from the #CoronaVirus.

@NCDCgov 
@nigimmigrati…",2020-02-02 20:13:45,NigeriaGov,1
218,barbwire_ca,Canada,"Ah crap, I know this place. I’ve visited many times.
Nice folks.

#coronavirus #xenophobia 

https://t.co/MJBbLvyNiY",2020-02-02 20:13:44,,1
219,Choesahaib47,,"RT @zlj517: Chinese speed. #Wuhan's first 1000-bed #Coronavirus hospital, or #Huoshenshan hospital, is close to completion. It will be hand…",2020-02-02 20:13:44,zlj517,1
220,RalphLe89722505,,RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 20:13:42,jenniferatntd,1
221,CoronaVirusEn,China,"#coronavirus
#CoronavirusOutbreak 
#CoronaOutbreak 
#coronarvirusitalia 
#wuhanconoravirus 
#WuhanVirus 
Can anyone… https://t.co/tojosvGoCh",2020-02-02 20:13:39,,1
222,jbalboa27,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:13:39,TomValletti,1
223,Starlight_Mad,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:13:38,TomValletti,1
224,ar_shami,,"RT @SaadAbedine: Medical officers sprayed Indonesian nationals with antiseptic as they arrived from Wuhan, #China 🇨🇳 center of the #coronav…",2020-02-02 20:13:38,SaadAbedine,1
